customer,58.81700000000001
store_sales,61.571000000000026
store,0.0
store_sales,0.013000000000033651
item,-1
store_sales,-1
store,-1
store_sales,-1
item,-1
promotion,-1
store,-1
store_sales,-1
customer,-1
store_sales,-1
store,0.022
store_sales,0.027000000000043656
store,0.02
store_sales,0.37000000000000455
customer,-1
store_sales,-1
store,0.011000000000000003
store_sales,1.802000000000021
store,0.013000000000000001
store_sales,111.53800000000001
item,-1
store_sales,-1
item,-1
store_sales,-1
store,0.037000000000000005
store_sales,1.080000000000041
item,-1
promotion,-1
store,-1
store_sales,-1
store,0.018
store_sales,1571.902
customer,297.94899999999996
store_sales,2371.8219999999997
store,0.010000000000000002
store_sales,35.625999999999976
item,-1
store_sales,-1
item,-1
store_sales,-1
store,59.119
store_sales,2044.9370000000001
store,14.383999999999999
store_sales,182.95799999999997
customer,-1
store_sales,-1
store,1.205
store_sales,35.64200000000005
customer,27.277
store_sales,3303.621
item,-1
store_sales,-1
item,-1
promotion,-1
item,-1
store_sales,-1
